"Index Name","Date","Open","High","Low","Close"
"NIFTY MIDCAP 100","24 Mar 2026","53878.3","54315.95","52958.8","54087.00"
"NIFTY MIDCAP 100","23 Mar 2026","54242.4","54242.4","52573.55","52717.55"
"NIFTY MIDCAP 100","20 Mar 2026","54903.35","55560.35","54768.55","54855.50"
"NIFTY MIDCAP 100","19 Mar 2026","55391.2","55419.85","54253.7","54492.30"
"NIFTY MIDCAP 100","18 Mar 2026","55289.1","56497.8","55253.3","56289.85"
"NIFTY MIDCAP 100","17 Mar 2026","54880.8","55304.7","54446.05","55174.40"
"NIFTY MIDCAP 100","16 Mar 2026","54652.55","55013.3","53712.55","54614.95"
"NIFTY MIDCAP 100","13 Mar 2026","55997.15","56140.55","54633.6","54761.10"
"NIFTY MIDCAP 100","12 Mar 2026","56142.5","56684.3","55378.65","56253.75"
"NIFTY MIDCAP 100","11 Mar 2026","57335.2","57656.9","56363.4","56461.10"
"NIFTY MIDCAP 100","10 Mar 2026","56993.7","57341.75","56573.3","57177.65"
"NIFTY MIDCAP 100","09 Mar 2026","56328.8","56362.8","55341.7","56265.50"
"NIFTY MIDCAP 100","06 Mar 2026","57692.15","58104.5","57336.55","57393.35"
"NIFTY MIDCAP 100","05 Mar 2026","57330.6","57946.45","57014.7","57792.55"
"NIFTY MIDCAP 100","04 Mar 2026","57339.25","57399","56505.3","56925.15"
"NIFTY MIDCAP 100","02 Mar 2026","57090.8","58814.35","57074.75","58180.50"
"NIFTY MIDCAP 100","27 Feb 2026","59746.4","59774.9","59014.1","59115.60"
"NIFTY MIDCAP 100","26 Feb 2026","59542.55","59879.55","59404.75","59798.15"
"NIFTY MIDCAP 100","25 Feb 2026","59280","59528.15","59051.6","59406.10"
"NIFTY MIDCAP 100","24 Feb 2026","59091.45","59199.35","58489.15","59066.35"
"NIFTY MIDCAP 100","23 Feb 2026","59612.8","59698.5","59014.3","59255.65"
"NIFTY MIDCAP 100","20 Feb 2026","59087.75","59690.5","58989.75","59513.95"
"NIFTY MIDCAP 100","19 Feb 2026","60278.45","60341.7","59038.8","59227.65"
"NIFTY MIDCAP 100","18 Feb 2026","59984.3","60227.3","59807.3","60183.20"
"NIFTY MIDCAP 100","17 Feb 2026","59713.55","59951.4","59543.7","59881.70"
"NIFTY MIDCAP 100","16 Feb 2026","59166.75","59770.45","58917.3","59723.00"
"NIFTY MIDCAP 100","13 Feb 2026","59978.45","59981","59194.25","59438.00"
"NIFTY MIDCAP 100","12 Feb 2026","60695.8","60699.55","60194.1","60470.85"
"NIFTY MIDCAP 100","11 Feb 2026","60812.1","60815.2","60431.65","60754.55"
"NIFTY MIDCAP 100","10 Feb 2026","60723","60819.7","60442.4","60735.90"
"NIFTY MIDCAP 100","09 Feb 2026","59896.2","60498.05","59767.55","60441.15"
"NIFTY MIDCAP 100","06 Feb 2026","59400.75","59573.6","58757.8","59502.70"
"NIFTY MIDCAP 100","05 Feb 2026","59662.5","59672.3","59069.65","59517.10"
"NIFTY MIDCAP 100","04 Feb 2026","59242.05","59769.5","58794.35","59683.60"
"NIFTY MIDCAP 100","03 Feb 2026","60026.8","60456.8","59034.7","59307.10"
"NIFTY MIDCAP 100","02 Feb 2026","57128.6","57826.85","56381.35","57667.60"
"NIFTY MIDCAP 100","01 Feb 2026","58435.7","58650.15","56126.55","57120.80"
"NIFTY MIDCAP 100","30 Jan 2026","58151.6","58628.85","57769.45","58432.00"
"NIFTY MIDCAP 100","29 Jan 2026","58574.3","58614.9","58006.4","58541.00"
"NIFTY MIDCAP 100","28 Jan 2026","57714.9","58508.95","57678.55","58438.60"
"NIFTY MIDCAP 100","27 Jan 2026","57358.85","57663.5","56671.4","57483.65"
"NIFTY MIDCAP 100","23 Jan 2026","58410.35","58416.2","57048.9","57145.65"
"NIFTY MIDCAP 100","22 Jan 2026","57962.6","58568.95","57755.75","58191.30"
"NIFTY MIDCAP 100","21 Jan 2026","57900.75","58239.3","56681.1","57423.65"
"NIFTY MIDCAP 100","20 Jan 2026","59626.4","59634.6","57898.65","58085.35"
"NIFTY MIDCAP 100","19 Jan 2026","59739.55","59938.7","59480.3","59647.65"
"NIFTY MIDCAP 100","16 Jan 2026","59850.95","60327.9","59715.05","59867.80"
"NIFTY MIDCAP 100","14 Jan 2026","59498.7","59889.25","59350.15","59770.50"
"NIFTY MIDCAP 100","13 Jan 2026","59942.5","60109.75","59071.5","59597.80"
"NIFTY MIDCAP 100","12 Jan 2026","59768.35","59845.15","58827.9","59717.10"
"NIFTY MIDCAP 100","09 Jan 2026","60194.05","60562.35","59500.55","59748.15"
"NIFTY MIDCAP 100","08 Jan 2026","61415.55","61437.25","60144.95","60222.55"
"NIFTY MIDCAP 100","07 Jan 2026","61178.55","61548.85","61082.7","61424.70"
"NIFTY MIDCAP 100","06 Jan 2026","61347.5","61393.3","60866.3","61148.55"
"NIFTY MIDCAP 100","05 Jan 2026","61516.4","61520.6","60970.55","61265.70"
"NIFTY MIDCAP 100","02 Jan 2026","60913.1","61398.4","60809.2","61365.90"
"NIFTY MIDCAP 100","01 Jan 2026","60625.15","60782.25","60292.75","60750.45"
