"Index Name","Date","Open","High","Low","Close"
"NIFTY TOTAL MARKET","31 Dec 2009","-","-","-","2400.22"
"NIFTY TOTAL MARKET","30 Dec 2009","-","-","-","2387.68"
"NIFTY TOTAL MARKET","29 Dec 2009","-","-","-","2388.90"
"NIFTY TOTAL MARKET","24 Dec 2009","-","-","-","2382.90"
"NIFTY TOTAL MARKET","23 Dec 2009","-","-","-","2368.83"
"NIFTY TOTAL MARKET","22 Dec 2009","-","-","-","2310.42"
"NIFTY TOTAL MARKET","21 Dec 2009","-","-","-","2290.29"
"NIFTY TOTAL MARKET","18 Dec 2009","-","-","-","2301.49"
"NIFTY TOTAL MARKET","17 Dec 2009","-","-","-","2321.44"
"NIFTY TOTAL MARKET","16 Dec 2009","-","-","-","2314.47"
"NIFTY TOTAL MARKET","15 Dec 2009","-","-","-","2312.03"
"NIFTY TOTAL MARKET","14 Dec 2009","-","-","-","2344.34"
"NIFTY TOTAL MARKET","11 Dec 2009","-","-","-","2350.82"
"NIFTY TOTAL MARKET","10 Dec 2009","-","-","-","2359.55"
"NIFTY TOTAL MARKET","09 Dec 2009","-","-","-","2348.61"
"NIFTY TOTAL MARKET","08 Dec 2009","-","-","-","2357.30"
"NIFTY TOTAL MARKET","07 Dec 2009","-","-","-","2326.67"
"NIFTY TOTAL MARKET","04 Dec 2009","-","-","-","2348.07"
"NIFTY TOTAL MARKET","03 Dec 2009","-","-","-","2352.44"
"NIFTY TOTAL MARKET","02 Dec 2009","-","-","-","2339.45"
"NIFTY TOTAL MARKET","01 Dec 2009","-","-","-","2335.04"
"NIFTY TOTAL MARKET","30 Nov 2009","-","-","-","2295.50"
"NIFTY TOTAL MARKET","27 Nov 2009","-","-","-","2253.06"
"NIFTY TOTAL MARKET","26 Nov 2009","-","-","-","2282.51"
"NIFTY TOTAL MARKET","25 Nov 2009","-","-","-","2317.34"
"NIFTY TOTAL MARKET","24 Nov 2009","-","-","-","2314.39"
"NIFTY TOTAL MARKET","23 Nov 2009","-","-","-","2315.32"
"NIFTY TOTAL MARKET","20 Nov 2009","-","-","-","2296.97"
